Gram Stain,Domain,Phylum,Class,Order,Family,Genus,Species,Organism Name,Culture Collection (Strain),GENRE Filename,HOMD Sequence ID,NCBI Taxon ID,ftp for NCBI genome,NCBI Accession,Kbase ID,HOMD HOT ID,Kbase download notes
Positive,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,tonsillarum,Erysipelothrix tonsillarum,DSM 14972,Erysipelothrix_tonsillarum_DSM_14972.mat                 ,SEQF2490,1121874,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/373/785/GCF_000373785.1_ASM37378v1,'GCF_000373785.1',29604,484,
Positive,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Eggerthia,catenaformis,Lactobacillus catenaforme,OT 569 = DSM 20559,Lactobacillus_catenaforme_OT_569_DSM_20559.mat           ,SEQF2477,999415,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/375/GCF_000340375.1_Lact_cate_OT_569_V1,'GCF_000340375.1',32469,569,"Name change, Genus: ""Eggerthia"""
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,dentalis,Actinomyces dentalis,DSM 19115,Actinomyces_dentalis_DSM_19115.mat                       ,SEQF2573,1120941,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/429/225/GCF_000429225.1_ASM42922v1,'GCF_000429225.1',207005,888,
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 414,Actinomyces sp. oral taxon 414,F0588,Actinomyces_oral_taxon_414_F0592.mat,SEQF2745,712122,ftp://ftp.ncbi.nlm.nih.gov/genomes/refseq/bacteria/Actinomyces_sp._oral_taxon_414/all_assembly_versions/GCF_001278845.1_ASM127884v1,'GCF_001278845.1',external,414,"manually uploaded genome, annotated with RAST"
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,israelii,Actinomyces israelii,DSM 43320,Actinomyces_israelii_DSM_43320.mat                       ,SEQF2705,1120944,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/711/965/GCF_000711965.1_ASM71196v1,'GCF_000711965.1',239675,645,
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,gerencseriae,Actinomyces gerencseriae,DSM 6844,Actinomyces_gerencseriae_DSM_6844.mat                    ,SEQF2575,1120943,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/429/265/GCF_000429265.1_ASM42926v1,'GCF_000429265.1',207007,618,
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,massiliensis,Actinomyces massiliensis,,Actinomyces_massiliensis_4401292.mat                     ,SEQF2385,1167628,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/269/805/GCF_000269805.1_ASM26980v1,'GCF_000269805.1',25040,852,
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,massiliensis,Actinomyces massiliensis,F0489,Actinomyces_massiliensis_F0489.mat                       ,SEQF1903,1125718,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/296/275/GCF_000296275.1_AmassiliensisF0489v1.0,'GCF_000296275.1',24416,852,
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 448,Actinomyces sp. oral taxon 448,F0400,Actinomyces_oral_taxon_448_F0400.mat                     ,SEQF1701,888056,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/835/GCF_000220835.1_ASM22083v1,'GCF_000220835.1',28138,448,
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 175,Actinomyces sp. oral taxon 175,F0384,Actinomyces_oral_taxon_175_F0384.mat                     ,SEQF1848,944560,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/223/355/GCF_000223355.1_ASM22335v1,'GCF_000223355.1',28498,175,
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,oris,Actinomyces oris,K20,Actinomyces_oris_K20.mat                                 ,SEQF2431,871541,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/180/155/GCF_000180155.1_ASM18015v1,'GCF_000180155.1',27961,893,
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 171,Actinomyces sp. oral taxon 171,F0337,Actinomyces_oral_taxon_171_F0337.mat                     ,SEQF1693,706439,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/965/GCF_000186965.1_ASM18696v1,'GCF_000186965.1',27426,171,
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,johnsonii,Actinomyces johnsonii,F0330,Actinomyces_johnsonii_F0330.mat                          ,SEQF1668,653386,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/239/715/GCF_000239715.1_Actinomyces_sp_F0330_V1,'GCF_000239715.1',27084,849,
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 170,Actinomyces sp. oral taxon 170,F0386,Actinomyces_oral_taxon_170_F0386.mat                     ,SEQF1849,762963,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/595/GCF_000195595.1_ASM19559v1,'GCF_000195595.1',3276,170,
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,naeslundii,Actinomyces naeslundii,MG1,Actinomyces_naeslundii_MG1.mat                           ,SEQF1063,240017,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/995/GCF_000285995.1_AneasH279v1.0,'GCF_000285995.1',24325,176,"not found (strain ""str. Howell 279"" also in HOMD used as replacement)"
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,viscosus,Actinomyces viscosus,C505,Actinomyces_viscosus_C505.mat                            ,SEQF2689,562973,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/175/315/GCF_000175315.3_Acti_vis_C505_V3,'GCF_000175315.3',2332,688,
Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,timonensis,Actinomyces timonensis,DSM 23838,Actinomyces_timonensis_DSM_23838.mat                     ,SEQF2594,521393,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/295/095/GCF_000295095.1_ASM29509v1,'GCF_000295095.1',26849,179,Name changed (Actinomyces sp. 7400942)
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,graevenitzii,Actinomyces graevenitzii,C83,Actinomyces_graevenitzii_C83.mat                         ,SEQF2031,435830,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/239/695/GCF_000239695.1_Acti_grae_C83_V1,'GCF_000239695.1',26676,866,
Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 180,Actinomyces sp. oral taxon 180,F0310,Actinomyces_oral_taxon_180_F0310.mat                     ,SEQF1647,888052,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/285/GCF_000185285.1_ASM18528v1,'GCF_000185285.1',3593,180,
Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 172,Actinomyces sp. oral taxon 172,F0311,Actinomyces_oral_taxon_172_F0311.mat                     ,SEQF2430,1321775,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/466/265/GCF_000466265.1_ASM46626v1,'GCF_000466265.1',209873,172,
Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,odontolyticus,Actinomyces odontolyticus,"ATCC 17982, DSM 43331",Actinomyces_odontolyticus_ATCC_17982.mat                 ,SEQF1388,411466,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/225/GCF_000154225.1_ASM15422v1,'GCF_000154225.1',1361,701,
Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,odontolyticus,Actinomyces odontolyticus,XH001,Actinomyces_odontolyticus_XH001.mat                      ,SEQF2804,1660,ftp://ftp.ncbi.nlm.nih.gov/genomes/refseq/bacteria/Actinomyces_odontolyticus/all_assembly_versions/GCF_001462375.1_ASM146237v1,'GCF_001462375.1',external,701,"manually uploaded genome, annotated with RAST"
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,lingnae [NVP],Actinomyces sp. oral taxon 181,F0379,Actinomyces_oral_taxon_181_F0379.mat                     ,SEQF1948,1127690,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/318/335/GCF_000318335.2_ASM31833v2,'GCF_000318335.2',29759,181,
Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,cardiffensis,Actinomyces cardiffensis,F0333,Actinomyces_cardiffensis_F0333.mat                       ,SEQF1667,888050,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/865/GCF_000364865.1_ASM36486v1,'GCF_000364865.1',32379,850,
Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 178,Actinomyces sp. oral taxon 178,F0338,Actinomyces_oral_taxon_178_F0338.mat                     ,SEQF1666,888051,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/685/GCF_000186685.1_ASM18668v1,'GCF_000186685.1',3592,178,
Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 877,Actinomyces sp. oral taxon 877,F0543,Actinomyces_oral_taxon_877_F0543.mat                     ,SEQF2313,1227264,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/466/305/GCF_000466305.1_ASM46630v1,'GCF_000466305.1',208201,877,
Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,georgiae,Actinomyces georgiae,DSM 6843,Actinomyces_georgiae_DSM_6843.mat                        ,SEQF2574,1120942,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/429/245/GCF_000429245.1_ASM42924v1,'GCF_000429245.1',207006,617,
Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,georgiae,Actinomyces georgiae,F0490,Actinomyces_georgiae_F0490.mat                           ,SEQF1902,1125717,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/685/GCF_000277685.1_AgeorgiaeF0490v1.0,'GCF_000277685.1',24415,617,
Positive,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus,mulieris,Mobiluncus mulieris,ATCC 35243,Mobiluncus_mulieris_ATCC_35243.mat                       ,SEQF1785,585199,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/615/GCF_000160615.1_ASM16061v1,'GCF_000160615.1',2523,830,
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium,haemolyticum,Arcanobacterium haemolyticum,"DSM 20595, CCM, ATCC 9345",Arcanobacterium_haemolyticum_DSM_20595.mat               ,SEQF1187,644284,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/365/GCF_000092365.1_ASM9236v1,'GCF_000092365.1',2746,811,
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinobaculum,sp. oral taxon 848,Actinomyces sp. oral taxon 848,F0332,Actinomyces_oral_taxon_848_F0332.mat                     ,SEQF1660,649743,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/162/895/GCF_000162895.1_ASM16289v1,'GCF_000162895.1',2774,848,
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinobaculum,sp. oral taxon 183,Actinobaculum sp. oral taxon 183,F0552,Actinobaculum_P1_oral_taxon_183_F0552.mat                ,SEQF2310,1227261,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/466/165/GCF_000466165.1_ASM46616v1,'GCF_000466165.1',208199,183,
Negative,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,matruchotii,Corynebacterium matruchotii,ATCC 33806,Corynebacterium_matruchotii_ATCC_33806.mat               ,SEQF1648,566549,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/635/GCF_000158635.1_ASM15863v1,'GCF_000158635.1',2399,666,
Negative,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,durum,Corynebacterium durum,F0235,Corynebacterium_durum_F0235.mat                          ,SEQF1897,1035195,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/318/135/GCF_000318135.1_ASM31813v1,'GCF_000318135.1',29106,595,
Negative,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella,otitidis,Turicella otitidis,ATCC 51513,Turicella_otitidis_ATCC_51513.mat                        ,SEQF2407,883169,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/296/405/GCF_000296405.1_Turi_otit_ATCC_51513_V1,'GCF_000296405.1',28053,832,
Positive,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,diphtheriae,Corynebacterium diphtheriae,NCTC 13129,Corynebacterium_diphtheriae_NCTC_13129.mat               ,SEQF1184,257309,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/815/GCF_000195815.1_ASM19581v1,'GCF_000195815.1',523,591,
Negative,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,urealyticum,Corynebacterium urealyticum,DSM 7109,Corynebacterium_urealyticum_DSM_7109.mat                 ,SEQF1976,504474,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/069/945/GCF_000069945.1_ASM6994v1,'GCF_000069945.1',1846,853,
Positive,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,leprae,Mycobacterium leprae,Br4923,Mycobacterium_leprae_Br4923.mat                          ,SEQF1645,561304,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/685/GCF_000026685.1_ASM2668v1,'GCF_000026685.1',2321,823,
Positive,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,tuberculosis,Mycobacterium tuberculosis,CDC1551,Mycobacterium_tuberculosis_CDC1551.mat                   ,SEQF1032,83331,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/585/GCF_000008585.1_ASM858v1,'GCF_000008585.1',3395,822,
Positive,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,neoaurum,Mycobacterium neoaurum,VKM Ac-1815D,Mycobacterium_neoaurum_VKM_Ac-1815D.mat                  ,SEQF2672,700508,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/305/GCF_000317305.3_ASM31730v3,'GCF_000317305.3',27409,692,
Negative,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,propionicum,Propionibacterium propionicum,F0230a,Propionibacterium_propionicum_F0230a.mat                 ,SEQF1678,767029,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/715/GCF_000277715.1_ASM27771v1,'GCF_000277715.1',27741,739,
Negative,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Pseudopropionibacterium,propionicum,Pseudopropionibacterium propionicum,F0700,Pseudopropionibacterium_propionicum_F0700.mat,Not Yet Available,Not Yet Available,Not Yet Available,Not Yet Available,external,739,"manually uploaded genome, annotated with RAST"
Negative,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,sp. oral taxon 192,Propionibacterium sp. oral taxon 192,F0372,Propionibacterium_oral_taxon_192_F0372.mat               ,SEQF1972,1203605,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/413/315/GCF_000413315.1_Prop_sp_oral_taxon_192_F0372_V1,'GCF_000413315.1',31100,192,
Negative,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,acidifaciens,Propionibacterium acidifaciens,DSM 21887,Propionibacterium_acidifaciens_DSM_21887.mat             ,SEQF2583,1122994,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/426/605/GCF_000426605.1_ASM42660v1,'GCF_000426605.1',207243,191,
Negative,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,acnes,Propionibacterium acnes,SK137,Propionibacterium_acnes_SK137.mat                        ,SEQF1014,553199,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/765/GCF_000025765.1_ASM2576v1,'GCF_000025765.1',2250,530,
Negative,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,flavescens,Microbacterium sp. oral taxon 186,F0373,Microbacterium_oral_taxon_186_F0373.mat                  ,SEQF1971,1203549,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/411/455/GCF_000411455.1_Micr_sp_oral_taxon_186_F0373_V1,'GCF_000411455.1',31088,186,
Negative,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Sanguibacteraceae,Sanguibacter,keddieii,Sanguibacter keddieii,DSM 10542,Sanguibacter_keddieii_DSM_10542.mat                      ,SEQF1979,446469,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/925/GCF_000024925.1_ASM2492v1,'GCF_000024925.1',1542,856,
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermacoccaceae,Kytococcus,sedentarius,Kytococcus sedentarius,DSM 20547,Kytococcus_sedentarius_DSM_20547.mat                     ,SEQF1978,478801,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/925/GCF_000023925.1_ASM2392v1,'GCF_000023925.1',1725,855,
Negative,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,avidum,Propionibacterium avidum,,Propionibacterium_avidum_44067.mat                       ,SEQF2522,1170318,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/367/205/GCF_000367205.1_ASM36720v1,'GCF_000367205.1',30858,552,
Negative,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,avidum,Propionibacterium avidum,ATCC 25577,Propionibacterium_avidum_ATCC_25577.mat                  ,SEQF1990,997355,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/227/295/GCF_000227295.1_ASM22729v1,'GCF_000227295.1',28901,552,
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,aeria,Rothia aeria,F0474,Rothia_aeria_F0474.mat                                   ,SEQF1901,1125724,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/205/GCF_000258205.1_RaeriaF0474v1.0,'GCF_000258205.1',24422,188,
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,dentocariosa,Rothia dentocariosa,ATCC 17931,Rothia_dentocariosa_ATCC_17931.mat                       ,SEQF1925,762948,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/695/GCF_000164695.2_ASM16469v2,'GCF_000164695.2',3274,587,
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,dentocariosa,Rothia dentocariosa,M567,Rothia_dentocariosa_M567.mat                             ,SEQF1994,563032,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/585/GCF_000143585.1_ASM14358v1,'GCF_000143585.1',2337,587,
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,mucilaginosa,Rothia mucilaginosa,ATCC 25296,Rothia_mucilaginosa_ATCC_25296.mat                       ,SEQF1039,553201,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/175/615/GCF_000175615.1_ASM17561v1,'GCF_000175615.1',2251,681,
Negative,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,mucilaginosa,Rothia mucilaginosa,DY-18,Rothia_mucilaginosa_DY-18.mat                            ,SEQF1724,43675,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/060/545/GCF_001060545.1_ASM106054v1,'GCF_001060545.1',2950,681,
Negative,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,sp. oral taxon 809,Olsenella sp. oral taxon 809,F0356,Olsenella_oral_taxon_809_F0356.mat                       ,SEQF1670,661087,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/233/535/GCF_000233535.1_Olsenella_sp_F0356_V1,'GCF_000233535.1',27102,809,
Negative,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,profusa,Olsenella profusa,F0195,Olsenella_profusa_F0195.mat                              ,SEQF1933,1125712,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/468/755/GCF_000468755.1_OprofF0195v1.0,'GCF_000468755.1',207382,806,
Negative,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,uli,Olsenella uli,"DSM 7084, VPI, ATCC 49627",Olsenella_uli_DSM_7084.mat                               ,SEQF1031,633147,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/845/GCF_000143845.1_ASM14384v1,'GCF_000143845.1',2670,38,
Negative,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,sp. oral taxon 810,Atopobium sp. oral taxon 810,F0209,Atopobium_oral_taxon_810_F0209.mat                       ,SEQF2455,1321773,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/466/405/GCF_000466405.1_ASM46640v1,'GCF_000466405.1',209871,810,
Positive,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,vaginae,Atopobium vaginae,DSM 15829,Atopobium_vaginae_DSM_15829.mat                          ,SEQF1729,525256,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/159/235/GCF_000159235.2_ASM15923v2,'GCF_000159235.2',1983,814,
Negative,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,rimae,Atopobium rimae,"ATCC 49626, VPI D140H-11A",Atopobium_rimae_ATCC_49626.mat                           ,SEQF1003,553184,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/174/015/GCF_000174015.1_ASM17401v1,'GCF_000174015.1',2245,750,
Negative,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,sp. oral taxon 199,Atopobium sp. oral taxon 199,F0494,Atopobium_oral_taxon_199_F0494.mat                       ,SEQF1949,1203602,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/411/555/GCF_000411555.1_Atop_sp_oral_taxon_199_F0494_V1,'GCF_000411555.1',31098,199,
Positive,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Atopobium parvulum,"DSM 20469, IPP 1246, ATCC 33793",Atopobium_parvulum_DSM_20469.mat                         ,SEQF1084,521095,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/225/GCF_000024225.1_ASM2422v1,'GCF_000024225.1',1956,723,
Positive,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,minutum,Atopobium minutum,,Atopobium_minutum_10063974.mat                           ,SEQF2483,997872,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/325/GCF_000364325.1_Atop_minu_V1,'GCF_000364325.1',32451,674,
Negative,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Slackia,exigua,Slackia exigua,ATCC 700122,Slackia_exigua_ATCC_700122.mat                           ,SEQF1599,649764,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/162/875/GCF_000162875.1_ASM16287v1,'GCF_000162875.1',2778,602,
Positive,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Cryptobacterium,curtum,Cryptobacterium curtum,"DSM 15641, ATCC 700683, 12-3T",Cryptobacterium_curtum_DSM_15641.mat                     ,SEQF1480,469378,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/845/GCF_000023845.1_ASM2384v1,'GCF_000023845.1',1642,579,
Negative,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,lenta,Eggerthella lenta,"DSM 2243, VPI 0255",Eggerthella_lenta_DSM_2243.mat                           ,SEQF1498,479437,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/265/GCF_000024265.1_ASM2426v1,'GCF_000024265.1',1739,654,
Negative,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Bifidobacterium breve,CECT 7263,Bifidobacterium_breve_CECT_7263.mat                      ,SEQF2413,1036735,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/247/755/GCF_000247755.1_ASM24775v2,'GCF_000247755.1',23374,889,
Positive,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,breve,Bifidobacterium breve,UCC2003,Bifidobacterium_breve_UCC2003.mat                        ,SEQF2426,326426,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/135/GCF_000220135.1_ASM22013v1,'GCF_000220135.1',26358,889,
Negative,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,longum,Bifidobacterium longum,subsp. infantis ATCC 15697,Bifidobacterium_longum_infantis_ATCC_15697.mat           ,SEQF2249,391904,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/425/GCF_000020425.1_ASM2042v1,'GCF_000020425.1',1220,862,
Negative,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,longum,Bifidobacterium longum,subsp. longum ATCC 55813,Bifidobacterium_longum_longum_ATCC_55813.mat             ,SEQF1952,548480,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/135/GCF_000003135.1_ASM313v1,'GCF_000003135.1',2216,862,
Negative,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,dentium,Bifidobacterium dentium,ATCC 27678,Bifidobacterium_dentium_ATCC_27678.mat                   ,SEQF1497,473819,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/172/135/GCF_000172135.1_ASM17213v1,'GCF_000172135.1',1706,588,
